"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.160619042E0,-3.409194601E-1,-1.664276180E-1,-5.032026082E-1,6.301881427E-1
2.170588042E0,-1.266463056E-1,-3.384609983E-1,1.957922620E-1,4.110106372E-1
2.180556042E0,-1.784922512E-1,-4.867827496E-1,1.013969759E0,1.138837830E0
2.190525042E0,-1.857946926E-1,-5.322884130E-1,7.663723361E-1,9.514079988E-1
2.200494042E0,2.468564713E-1,-1.925271402E-1,-4.272425991E-1,5.296612650E-1
2.210463042E0,2.230275327E-1,-1.585801795E-1,-6.775771040E-1,7.307528211E-1
2.220432042E0,1.216247899E-1,-5.383692250E-2,5.213342392E-1,5.380338212E-1
2.230401042E0,-8.218579542E-2,2.962802444E-2,1.193381631E-1,1.478983502E-1
2.240370042E0,-1.092114069E-1,-6.751659315E-2,-3.515948313E-1,3.743054196E-1
2.250338042E0,-2.080409362E-1,-8.479723502E-2,-2.438060886E-1,3.315313123E-1
2.260307042E0,-7.775006108E-2,-1.426944275E-1,2.294277853E-1,2.811474352E-1
2.270276042E0,-1.755782913E-1,8.135761041E-2,3.085476297E-1,3.642093312E-1
2.280245042E0,-5.400674757E-2,9.755337451E-2,-4.838033009E-1,4.964866802E-1
2.290214042E0,-1.168357010E-1,-1.103763184E-1,-4.264140487E-1,4.556999601E-1
2.300183042E0,-1.077339617E-1,-1.614260560E-1,4.966057795E-1,5.331812809E-1
2.310152042E0,3.918895293E-2,1.878699060E-1,3.503815341E-1,3.994973029E-1
2.320120042E0,6.505911805E-2,4.037403736E-2,-8.147790956E-1,8.183689427E-1
2.330089042E0,2.012246177E-1,3.212390844E-2,-7.995131850E-2,2.188961068E-1
2.340058042E0,2.190472233E-1,2.629512613E-1,4.384961504E-1,5.562408883E-1
2.350027042E0,1.635800606E-1,-2.504523262E-2,1.999747753E-1,2.595681233E-1
2.359996042E0,3.327959234E-1,9.557694253E-2,-2.217515606E-1,4.111712942E-1
2.369965042E0,2.929960095E-1,1.275776940E-1,3.919482207E-1,5.057134933E-1
